,ID,Age,Marital_Status,Has_Child,Education,Income,Spending,Accepted_Cmp,Response,KMeans,Predicted_Response,Rounded_Prediction,Prediction_Error,Monetary_Rank,Frequency_Rank,Recency_Rank
225,4653,44,Together,1,1,42011.0,189,0,0,0,-0.0004698734866080967,0,0,39.74213978737842,38.755656108597286,54.28896473265073
226,7375,46,Together,1,1,51369.0,576,0,0,0,0.022199994081767704,0,0,58.06378647364849,56.15384615384615,15.108077360637088
227,709,70,Single,1,1,51537.0,1103,0,0,0,0.15576391589470617,0,0,77.2449672019905,60.18099547511312,72.53697383390217
228,460,50,Together,0,4,79930.0,1753,0,0,1,0.22228203857567863,0,0,94.72969916308529,64.27601809954751,27.349260523321956
229,3726,36,Together,1,4,34320.0,17,0,0,0,0.07709833011775574,0,0,2.6238407600090476,3.4389140271493215,33.06029579067122
230,6798,56,Single,1,1,37070.0,433,0,1,0,0.12689699591796794,0,1,52.29586066500792,56.15384615384615,68.82821387940842
231,5341,60,Single,1,2,81975.0,1588,1,0,1,0.4577035614331009,0,0,91.3141823116942,52.307692307692314,97.63367463026165
232,1606,51,Together,1,1,38590.0,22,0,0,0,-0.0217844374360483,0,0,4.908391766568649,3.4389140271493215,34.106939704209324
233,9617,71,Single,0,1,15033.0,19,0,0,3,0.161274399766363,0,0,3.415516851391088,10.79185520361991,62.36632536973834
234,3233,57,Together,1,4,62745.0,1117,0,0,2,0.11783748781865655,0,0,77.65211490612984,97.48868778280543,10.261660978384528
235,89,47,Together,1,2,22212.0,69,0,0,3,0.045000062626287446,0,0,25.19791902284551,27.669683257918553,50.83048919226394
236,2936,40,Together,1,3,23661.0,23,0,0,3,0.06987264908200988,0,0,5.564351956570912,10.79185520361991,54.28896473265073
237,9449,64,Single,1,4,79761.0,605,0,0,1,0.12264693495520279,0,0,58.94593983261706,72.78280542986425,66.80318543799773
238,7297,49,Single,1,1,7500.0,57,0,0,3,0.1520655500034086,0,0,20.696674960416196,34.7737556561086,45.34698521046644
239,11004,129,Single,1,2,60182.0,22,0,0,2,-0.03736828581415241,0,0,4.908391766568649,3.4389140271493215,77.06484641638225
240,313,54,Single,0,1,73455.0,2088,1,0,1,0.5725777965639398,1,1,98.57498303551233,84.68325791855203,1.2969283276450512
241,9940,64,Together,1,1,64961.0,1009,0,0,2,0.020714718955704564,0,0,73.64849581542637,56.15384615384615,2.2525597269624575
242,10735,51,Single,1,1,22804.0,26,0,0,3,0.11561745300305692,0,0,6.7631757520922875,10.79185520361991,24.27758816837315
243,9529,32,Together,0,1,73687.0,1627,1,1,1,0.44307400664927055,0,1,92.10585840307623,84.68325791855203,91.8316268486917
244,6439,64,Together,1,1,61074.0,1102,0,0,2,0.03894684441894017,0,0,77.15448993440398,94.00452488687783,62.36632536973834
245,7411,58,Together,1,4,31686.0,17,0,0,3,0.05347137403316082,0,0,2.6238407600090476,10.79185520361991,67.6905574516496
246,2176,50,Together,1,1,80134.0,1690,1,1,1,0.35655951515196616,0,1,93.62135263515043,56.15384615384615,59.29465301478953
247,9265,69,Together,1,1,75027.0,1390,0,0,1,0.037369276738836804,0,0,86.58674508029858,77.0135746606335,25.233219567690558
248,8867,34,Together,0,4,67546.0,2126,0,0,2,0.3100342056589392,0,0,99.00475005654829,77.0135746606335,9.351535836177474
249,8932,53,Together,1,3,65176.0,1531,0,0,2,0.14137858503967546,0,0,89.88916534720651,84.68325791855203,41.50170648464164
250,10236,47,Single,1,3,31160.0,64,0,0,3,0.15616286581222005,0,0,23.297896403528615,19.366515837104075,40.02275312855518
251,6340,37,Single,1,1,29938.0,26,0,0,3,0.119841636555378,0,0,6.7631757520922875,10.79185520361991,47.41751990898749
252,10089,48,Single,0,1,102692.0,1112,1,1,1,0.4119951760005791,0,1,77.49377968785342,99.25339366515837,94.2434584755404
253,2227,64,Together,0,2,26490.0,210,0,0,3,0.08748447837593476,0,0,40.7147704139335,40.88235294117647,7.394766780432309
254,10992,55,Together,1,1,75702.0,1148,0,0,1,0.026980560023716738,0,0,78.62474553268491,84.68325791855203,22.48009101251422
255,5304,48,Single,1,4,30899.0,33,0,0,3,0.17563259222927208,0,0,9.432255145894594,10.79185520361991,64.11831626848692
256,309,61,Together,1,4,63342.0,1101,1,0,2,0.3800177624100317,0,0,77.04139334992082,64.27601809954751,52.104664391353815
257,3406,58,Single,1,1,45989.0,322,0,0,0,0.09403641700880644,0,0,47.387468898439266,49.20814479638009,2.2525597269624575
258,2661,58,Single,1,1,18701.0,44,0,0,3,0.11660565581211421,0,0,14.431124180049762,27.669683257918553,4.163822525597269
259,3153,65,Single,1,4,40737.0,17,0,0,0,0.13204392520659128,0,0,2.6238407600090476,3.4389140271493215,75.83617747440273
260,10264,43,Single,1,1,15287.0,31,1,1,3,0.4119820890741581,0,1,8.617959737615925,10.79185520361991,39.203640500568824
261,1184,54,Single,1,4,69674.0,845,0,0,2,0.18291972356135083,0,0,67.08889391540376,88.28054298642533,54.28896473265073
262,4200,52,Together,1,3,44159.0,275,0,0,0,0.04207546180865898,0,0,44.808866772223475,46.06334841628959,14.175199089874857
263,9396,44,Together,1,4,37717.0,25,0,0,0,0.060786466578701764,0,0,6.356028047952952,3.4389140271493215,67.6905574516496
264,2387,70,Together,1,3,43776.0,275,0,1,0,0.019234058931730025,0,1,44.808866772223475,46.06334841628959,90.71672354948805
265,6690,56,Together,1,3,38179.0,90,0,0,0,0.027724697856917946,0,0,29.92535625424112,34.7737556561086,68.82821387940842
266,1225,59,Together,0,1,80124.0,1495,1,0,1,0.3799737213770259,0,0,88.91653472065144,72.78280542986425,53.15130830489192
267,9703,52,Together,1,4,38097.0,184,1,1,0,0.33797141873322945,0,1,39.289753449445826,34.7737556561086,29.692832764505116
268,291,52,Together,0,1,72940.0,981,0,0,1,0.07475054929395336,0,0,72.449672019905,49.20814479638009,86.1433447098976
269,4557,52,Together,1,1,22070.0,67,0,0,3,0.014724578748615658,0,0,24.36100429767021,27.669683257918553,88.41865756541524
270,2379,69,Single,0,1,69267.0,1635,0,1,2,0.23948388777698768,0,1,92.37729020583578,49.20814479638009,67.6905574516496
271,5726,39,Single,1,3,31788.0,60,0,0,3,0.16495479615801675,0,0,21.691924903867903,34.7737556561086,84.30034129692832
272,3066,47,Together,1,4,61905.0,231,0,0,2,0.03227031341072331,0,0,41.84573625876499,43.09954751131222,97.63367463026165
273,6336,62,Together,1,1,29315.0,48,0,0,3,-0.014889682551657013,0,0,16.851391087989143,27.669683257918553,44.16382252559727
274,10967,59,Single,1,1,33378.0,99,0,0,0,0.09245043693093014,0,0,31.621805021488353,27.669683257918553,61.2514220705347
275,2304,59,Together,1,4,66313.0,770,0,0,2,0.06884873872591435,0,0,64.37457588780818,84.68325791855203,13.174061433447099
276,3445,66,Single,0,1,60714.0,957,0,1,2,0.183573894921073,0,1,71.06989368921059,84.68325791855203,42.86689419795222
277,7828,41,Together,0,3,77882.0,818,0,0,1,0.10847253744228255,0,0,66.09364397195205,46.06334841628959,70.21615472127417
278,3762,36,Single,0,4,69867.0,925,1,1,2,0.5428958791502277,1,0,69.89368921058585,64.27601809954751,68.82821387940842
279,4391,54,Single,1,3,63841.0,908,0,0,2,0.1778343179436095,0,0,69.48654150644651,84.68325791855203,35.31285551763367
280,4669,41,Together,1,0,24480.0,102,0,0,3,0.004562155491005304,0,0,32.23252657769735,34.7737556561086,54.28896473265073
281,10144,46,Together,1,1,51369.0,576,0,0,0,0.022199994081767704,0,0,58.06378647364849,56.15384615384615,15.108077360637088
282,8652,76,Together,0,1,37760.0,317,0,0,0,0.037770247591884326,0,0,46.98032119429993,46.06334841628959,79.68145620022753
283,1672,48,Together,1,4,65640.0,461,0,0,2,0.04960891334006426,0,0,53.83397421397874,56.15384615384615,25.233219567690558
284,8962,47,Together,1,3,44319.0,37,0,0,0,0.021359862973428095,0,0,10.925130061072155,19.366515837104075,81.68373151308305
285,9974,48,Together,1,1,30631.0,70,0,0,3,0.0033506896032865496,0,0,25.559828093191584,27.669683257918553,24.27758816837315
286,10983,70,Together,0,1,75278.0,930,0,0,1,0.04074332917415524,0,0,70.3234562316218,88.28054298642533,82.54835039817975
287,8148,66,Together,1,3,50898.0,859,0,0,0,0.07651067096329811,0,0,67.33770640126669,80.85972850678733,11.080773606370876
288,10102,56,Single,0,1,79946.0,1478,0,0,1,0.21759408538740282,0,0,88.48676769961547,84.68325791855203,80.70534698521047
289,4697,73,Single,0,3,35416.0,390,0,0,0,0.2078426479595969,0,0,49.67201990499887,52.307692307692314,37.31513083048919
290,9262,38,Together,0,2,32414.0,52,1,0,3,0.36236424428565917,0,0,18.389504636959963,10.79185520361991,88.41865756541524
291,7254,53,Together,1,1,38361.0,137,0,0,0,-0.010928945334916285,0,0,35.6932820628817,34.7737556561086,25.233219567690558
292,4543,42,Together,0,1,82497.0,1919,1,0,1,0.44558141879016416,0,0,96.90115358516172,72.78280542986425,66.80318543799773
293,4927,51,Together,1,1,16626.0,68,0,0,3,0.026932727195687456,0,0,24.768152001809547,27.669683257918553,23.48122866894198
294,10451,57,Together,1,1,29672.0,25,0,0,3,-0.011646094183419775,0,0,6.356028047952952,3.4389140271493215,93.42434584755404
295,2926,70,Together,1,3,55951.0,1374,1,0,2,0.3900016454988739,0,0,85.90816557339969,80.85972850678733,37.31513083048919
296,2874,34,Single,1,2,35388.0,32,0,0,0,0.13743351885161667,0,0,9.092965392445148,10.79185520361991,79.68145620022753
297,9738,36,Together,1,3,42386.0,100,0,0,0,0.04674606826979549,0,0,31.82537887355802,27.669683257918553,56.678043230944255
298,7119,40,Single,0,1,68627.0,825,0,0,2,0.18703896331167466,0,0,66.50079167609138,46.06334841628959,55.358361774744026
299,3924,57,Single,1,4,57912.0,916,1,0,2,0.4807455324885909,0,0,69.80321194299933,91.4027149321267,65.02844141069397
300,5827,64,Single,1,1,35246.0,62,0,0,0,0.07800425804558223,0,0,22.415743044560056,34.7737556561086,46.50739476678043
301,5596,66,Together,1,2,58821.0,728,0,0,2,0.02220550878239097,0,0,62.859081655733995,80.85972850678733,55.972696245733786
302,10812,44,Together,1,4,46377.0,90,0,0,0,0.05099370453091839,0,0,29.92535625424112,27.669683257918553,10.261660978384528
303,1717,34,Single,1,1,39747.0,273,0,0,0,0.1323182796805691,0,0,44.60529292015381,43.09954751131222,56.678043230944255
304,9491,38,Together,1,1,23976.0,66,0,0,3,0.02919142460716037,0,0,23.999095227324137,34.7737556561086,31.35381114903299
305,9274,61,Together,0,3,80950.0,1213,1,0,1,0.39132729893341034,0,0,81.5878760461434,88.28054298642533,55.972696245733786
306,6609,56,Single,0,1,27038.0,107,0,1,3,0.16712722109643297,0,1,32.9563447183895,27.669683257918553,35.31285551763367
307,6963,75,Single,0,1,77457.0,1157,1,0,1,0.4316783615452692,0,0,79.25808640579054,68.4841628959276,14.175199089874857
308,4440,58,Together,1,3,64100.0,546,1,0,2,0.29581946580816704,0,0,57.11377516399004,68.4841628959276,6.234357224118316
309,1379,30,Together,0,3,42670.0,241,0,0,0,0.12729766901141965,0,0,42.5469350825605,43.09954751131222,87.30375426621161
310,10032,46,Single,1,1,12571.0,53,0,0,3,0.1455009617351885,0,0,18.706175073512778,34.7737556561086,13.174061433447099
311,2826,55,Together,1,1,22574.0,37,0,0,3,0.006395289269739868,0,0,10.925130061072155,19.366515837104075,71.39931740614335
313,6320,46,Single,0,3,70893.0,1508,0,0,2,0.29958488655546744,0,0,89.30106310789414,88.28054298642533,57.588168373151305
314,3050,56,Together,1,1,54198.0,235,0,0,2,-0.03513430414187724,0,0,42.139787378421175,43.09954751131222,86.1433447098976
315,231,66,Together,1,3,28839.0,32,0,0,3,0.02654606328163292,0,0,9.092965392445148,19.366515837104075,13.174061433447099
316,2392,50,Together,1,1,40321.0,102,0,0,0,-0.014841936452654081,0,0,32.23252657769735,27.669683257918553,40.02275312855518
317,9478,37,Single,1,1,66503.0,401,0,0,2,0.08988154662694392,0,0,50.441076679484276,52.307692307692314,68.82821387940842
318,113,71,Together,1,1,30833.0,28,0,0,3,-0.03196171933802833,0,0,7.328658674508031,10.79185520361991,65.93856655290102
320,1802,51,Together,1,1,64795.0,680,0,0,2,0.0008277676985023463,0,0,61.366206740556436,72.78280542986425,77.06484641638225
321,520,48,Together,1,1,34421.0,30,0,0,0,-0.008686878685215949,0,0,8.1429540827867,3.4389140271493215,18.11149032992036
322,8275,57,Single,1,4,47025.0,20,0,0,0,0.1304169820164337,0,0,3.822664555530423,3.4389140271493215,93.42434584755404
323,9750,61,Single,1,4,64325.0,1307,0,0,2,0.23666044804842265,0,0,83.98552363718615,72.78280542986425,58.38452787258248
324,2607,69,Single,1,1,40464.0,630,0,0,0,0.1254403350645142,0,0,59.76023524089572,72.78280542986425,21.319681456200225
325,7214,65,Together,0,1,62187.0,1283,0,0,2,0.11320863408867093,0,0,83.46527934856367,68.4841628959276,50.83048919226394
326,5835,46,Single,1,4,14849.0,65,0,0,3,0.21367166093613188,0,0,23.63718615697806,27.669683257918553,60.27303754266211
327,3896,38,Together,1,1,27255.0,37,0,0,3,0.019411857824098544,0,0,10.925130061072155,10.79185520361991,96.38225255972696
328,10350,72,Together,1,4,54432.0,38,0,0,2,-0.007562473107310896,0,0,11.558470934177787,10.79185520361991,62.36632536973834
329,7786,36,Single,1,4,29999.0,160,0,0,3,0.20753188647722623,0,0,37.48020809771545,38.755656108597286,77.95221843003412
330,2861,39,Single,1,1,24072.0,23,0,0,3,0.12849934874193844,0,0,5.564351956570912,3.4389140271493215,20.341296928327644
331,663,33,Single,0,4,33996.0,71,0,0,0,0.2507470113015481,0,0,25.876498529744403,19.366515837104075,54.28896473265073
332,10675,66,Together,1,4,66334.0,1161,0,1,2,0.1039112963679481,0,1,79.46166025786022,68.4841628959276,17.042093287827075
333,2521,51,Together,1,3,35178.0,59,1,1,0,0.3071333314149671,0,1,21.397873784211715,10.79185520361991,89.57906712172924
334,9592,39,Together,1,1,22010.0,33,0,0,3,0.028037320351004813,0,0,9.432255145894594,19.366515837104075,48.532423208191126
335,10151,62,Single,1,1,62204.0,946,0,0,2,0.12734230857150616,0,0,70.86631983714092,84.68325791855203,61.2514220705347
336,7381,54,Single,0,1,75693.0,1442,1,1,1,0.4949831401053266,0,1,87.58199502375028,84.68325791855203,89.57906712172924
337,4099,50,Together,1,1,30675.0,62,0,0,3,-0.00026472292075768733,0,0,22.415743044560056,10.79185520361991,85.0967007963595
338,9560,57,Together,0,1,83003.0,1674,1,1,1,0.3971653712600967,0,1,93.1463469803212,84.68325791855203,81.68373151308305
339,1150,123,Together,0,4,83532.0,1853,1,0,1,0.4011802621531836,0,0,96.08685817688306,56.15384615384615,63.321956769055745
340,10172,34,Single,0,1,68655.0,1538,0,0,2,0.27559964771541595,0,0,90.09273919927618,80.85972850678733,4.163822525597269
341,11191,36,Single,0,1,41411.0,139,0,0,0,0.16850277708891595,0,0,36.03257181633115,34.7737556561086,88.41865756541524
342,9707,53,Together,1,4,55212.0,1182,1,0,2,0.41578454323857583,0,0,80.45691020131191,68.4841628959276,34.106939704209324
343,6245,72,Together,1,4,59292.0,507,0,0,2,0.035926268983793336,0,0,55.89233205157205,64.27601809954751,28.623435722411834
344,8234,49,Together,1,0,27190.0,18,1,1,3,0.24961121050178103,0,1,3.1214657317349017,3.4389140271493215,86.1433447098976
345,1411,70,Single,0,1,82623.0,940,0,0,1,0.13300555701844824,0,0,70.66274598507125,60.18099547511312,40.659840728100114
346,8553,57,Together,1,1,44300.0,42,0,0,0,-0.03869675376128279,0,0,13.232300384528386,10.79185520361991,34.106939704209324
347,1826,52,Single,0,1,84835.0,1190,0,1,1,0.18053724842669516,0,1,80.7509613209681,56.15384615384615,100.0
348,8842,51,Single,1,1,30372.0,44,0,0,3,0.1026648901997281,0,0,14.431124180049762,19.366515837104075,65.93856655290102
349,11030,46,Together,1,3,33181.0,16,1,0,0,0.3127747929740882,0,0,2.0809771544899345,3.4389140271493215,9.351535836177474
350,2579,65,Together,1,1,71113.0,835,0,0,2,-0.012488661343629859,0,0,66.79484279574757,88.28054298642533,4.163822525597269
351,175,36,Together,1,1,71952.0,1443,1,0,2,0.3631489749425135,0,0,87.6724722913368,80.85972850678733,6.234357224118316
352,9185,56,Single,0,4,69759.0,1029,0,1,2,0.2582464774949448,0,1,74.30445600542863,60.18099547511312,61.2514220705347
353,11056,48,Together,0,1,72099.0,1188,0,0,2,0.10510430046143537,0,0,80.63786473648496,68.4841628959276,81.68373151308305
354,9365,46,Single,1,4,60000.0,1277,0,0,2,0.26149678315293,0,0,83.23908617959738,77.0135746606335,41.50170648464164
355,6201,44,Single,1,1,38643.0,49,0,0,0,0.09602530062503792,0,0,17.416874010404886,19.366515837104075,55.358361774744026
356,2061,67,Together,1,1,50737.0,99,1,0,0,0.21231610735737966,0,0,31.621805021488353,27.669683257918553,38.225255972696246
357,6184,53,Together,0,4,68462.0,1670,0,0,2,0.23166514352897616,0,0,93.01063107894142,56.15384615384615,93.42434584755404
358,6142,79,Together,0,3,65073.0,900,0,0,2,0.09330970490563001,0,0,68.78534268265099,52.307692307692314,34.106939704209324
359,4107,74,Together,1,4,46681.0,425,0,0,0,0.04899786053468844,0,0,52.001809545351726,56.15384615384615,47.41751990898749
360,7274,65,Together,0,1,78618.0,2153,1,0,1,0.4496107381267297,0,0,99.11784664103143,84.68325791855203,12.013651877133105
361,9336,53,Single,1,4,62187.0,636,0,0,2,0.17539161054874597,0,0,60.009047726758645,72.78280542986425,61.2514220705347
362,2958,44,Together,1,1,28442.0,57,0,0,3,0.011458953390324628,0,0,20.696674960416196,34.7737556561086,46.50739476678043
363,933,44,Together,1,4,37717.0,25,0,0,0,0.060786466578701764,0,0,6.356028047952952,3.4389140271493215,67.6905574516496
364,5837,55,Together,1,1,51479.0,494,0,0,0,0.000895310595810217,0,0,55.191133227776525,60.18099547511312,32.3094425483504
365,10704,53,Single,1,1,54803.0,693,0,0,2,0.12514962600306423,0,0,62.0221669305587,68.4841628959276,34.106939704209324
366,5125,62,Together,0,1,79530.0,1348,0,0,1,0.09014944412598835,0,0,85.25220538339741,96.0633484162896,35.31285551763367
367,4432,46,Single,1,1,31615.0,51,0,0,3,0.10755103302062108,0,0,18.118072834200408,19.366515837104075,17.042093287827075
368,5955,60,Together,0,1,72025.0,1932,0,0,2,0.17377780744506888,0,0,97.26306265550781,60.18099547511312,72.53697383390217
369,2928,47,Single,1,4,52614.0,990,0,0,2,0.24231263203519088,0,0,72.78896177335444,56.15384615384615,36.35949943117179
370,5680,38,Together,1,2,35684.0,30,0,0,0,0.02569713457828343,0,0,8.1429540827867,10.79185520361991,33.06029579067122
371,10313,47,Together,1,1,48178.0,254,0,0,0,-0.009257706537940447,0,0,42.97670210359647,43.09954751131222,30.44368600682594
372,2557,52,Single,1,3,29548.0,29,1,0,3,0.4192559275236758,0,0,7.713187061750736,10.79185520361991,47.41751990898749
373,1245,56,Single,1,1,63810.0,1371,1,0,2,0.4505796655809166,0,0,85.81768830581316,77.0135746606335,55.358361774744026
374,1519,50,Single,1,4,38578.0,73,0,1,0,0.1623294924553963,0,1,26.509839402850034,27.669683257918553,97.63367463026165
375,10703,47,Single,1,3,46098.0,120,0,0,0,0.13291501164147662,0,0,33.83849807735807,34.7737556561086,13.174061433447099
376,1726,52,Single,0,1,22585.0,81,1,1,3,0.4486672080753191,0,1,28.52295860665008,10.79185520361991,77.06484641638225
377,4459,33,Single,1,1,30279.0,37,0,0,3,0.12565640887541665,0,0,10.925130061072155,10.79185520361991,86.1433447098976
378,1729,61,Together,1,4,66426.0,1377,0,0,2,0.13474730175924476,0,0,86.08912010857273,72.78280542986425,85.0967007963595
379,1517,53,Single,1,1,30822.0,51,0,0,3,0.09994404657567613,0,0,18.118072834200408,10.79185520361991,7.394766780432309
380,2098,53,Together,1,4,33581.0,17,0,0,0,0.05627322703407189,0,0,2.6238407600090476,3.4389140271493215,61.2514220705347
381,9543,37,Together,1,1,19986.0,22,0,0,3,0.03342301900205938,0,0,4.908391766568649,3.4389140271493215,25.233219567690558
382,6878,68,Single,0,1,27421.0,324,0,0,3,0.17521109477466312,0,0,47.47794616602579,46.06334841628959,85.0967007963595
383,3310,49,Together,1,2,35688.0,211,0,0,0,0.031765756248579996,0,0,40.873105632209906,40.88235294117647,5.164960182025029
384,2724,41,Single,1,3,36143.0,19,0,0,0,0.1490625610246862,0,0,3.415516851391088,3.4389140271493215,65.93856655290102
385,948,51,Single,1,1,10245.0,41,0,0,3,0.14219382052626087,0,0,12.757294729699161,19.366515837104075,66.80318543799773
